sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
10532600000000,VIA DE COSMORAMA A AMERICO DE CAMPOS,SN,15530000,ZONA RURAL,COSMORAMA,SP,"-20,4780031","-49,7779205"
11163400000000,RUA JOSE BONIFACIO,180,13560160,CENTRO,SAO CARLOS,SP,"-22,0268377","-47,8934375"
20963400000000,RUA JOSE HILARIO,SN,35900202,VILA PIEDADE,ITABIRA,MG,"-19,6284156","-43,220858"
55055700000000,AVENIDA BARAO DE MAUA,50,9726000,CHACARA INGLESA,SAO BERNARDO DO CAMPO,SP,"-23,6911701","-46,5606889"
11199600000000,AVENIDA EUSEBIO MATOSO,690,5423000,PINHEIROS,SAO PAULO,SP,"-23,5714458","-46,697283"
9445380000000,RUA ANGELO VARELA,9,59507000,CENTRO,ALTO DO RODRIGUES,RN,"-5,2887251","-36,7603816"
87301200000000,AVENIDA SENADOR ALBERTO PASQUALINI,193,95900034,CENTRO,LAJEADO,RS,"-29,4589733","-51,9673123"
8739570000000,RUA JOSE ALVES DOS SANTOS FILHO,SN,48370000,CENTRO,ESPLANADA,BA,"-11,7946561","-37,9435616"
4500550000000,RUA OLAVO BILAC,1,77890000,CENTRO,ANANAS,TO,"-6,3685511","-48,0697669"
12810400000000,RUA EGEO BENTO FRATICCELI,311,6550000,JARDIM BOM JESUS,PIRAPORA DO BOM JESUS,SP,"-23,3969772","-46,9995522"
5410320000000,RUA ROXO MOREIRA,76,13083590,CIDADE UNIVERSITARIA,CAMPINAS,SP,"-22,812618","-47,0761302"
12223600000000,RUA PINHEIROS,72,9692020,PAULICEIA,SAO BERNARDO DO CAMPO,SP,"-23,6698174","-46,5853564"
96617900000000,AVENIDA SAO PAULO,503,19840000,CENTRO,MARACAI,SP,"-22,6105462","-50,6671498"
8047580000000,FAZENDA SAO JOSE,SN,19804355,AGUA DO MELCHIOR,ASSIS,SP,"-22,6606373","-50,404369"
9873300000000,RUA A,663,31360390,CONJUNTO CONFISCO,BELO HORIZONTE,MG,"-19,997465","-44,0423971"
8641810000000,RUA DOS ILHEUS,10,88010560,CENTRO,FLORIANOPOLIS,SC,"-27,5969056","-48,5486711"
9214500000000,RUA TREZE DE MAIO,200,7071050,VILA GALVAO,GUARULHOS,SP,"-23,4556501","-46,5659188"
12690100000000,SITIO MURICI,16,55000000,MURICI,CARUARU,PE,"-8,2849639","-35,9701874"
7605230000000,AVENIDA GETULIO VARGAS,1268,85570000,CENTRO,SAO JOAO,PR,"-25,8335554","-52,7304154"
94409800000000,RUA JAGUARI,723,90820180,SANTA TEREZA,PORTO ALEGRE,RS,"-30,0875704","-51,2356869"
21081100000000,RUA JOSE NICOLINI,8,35235000,NICOLANDIA,RESPLENDOR,MG,"-19,3244066","-41,2513767"
77687700000000,RODOVIA BR 376,3475,86975000,PARQUE INDUSTRIAL,MANDAGUARI,PR,"-23,5259717","-51,6790774"
13103100000000,AVENIDA ADOLFO PINHEIRO,3520,4734003,SANTO AMARO,SAO PAULO,SP,"-23,6317575","-46,6913253"
84630500000000,AVENIDA F A,150,76970000,SAO FILIPE,PIMENTA BUENO,RO,"-11,6821425","-61,1765191"
37224800000000,RODOVIA BR 163,SN,79440000,ZONA RURAL,JARAGUARI,MS,"-20,7683924","-54,5282522"
11971200000000,RUA SAPOPEMBA,14B,2859140,JARDIM VITORIA REGIA ZONA NORTE,SAO PAULO,SP,"-23,4383937","-46,7079522"
7244030000000,AVENIDA DA PENHA,570,29055131,PRAIA DO CANTO,VITORIA,ES,"-20,3058891","-40,2963769"
12121600000000,SITIO SAO JOSE,SN,18230000,BOA VISTA,SAO MIGUEL ARCANJO,SP,"-23,8888022","-47,9811739"
12708000000000,AVENIDA JOAO PEREIRA DE VARGAS,2884,93230210,NOVA SAPUCAIA,SAPUCAIA DO SUL,RS,"-29,8450304","-51,1373736"
62955500000000,RUA RADIALISTA M SOBRINHO,95,30001970,CEU AZUL II,BELO HORIZONTE,MG,"-19,8122294","-44,0050075"
21614200000000,RUA CARDEAL STEPINAC,592,31170220,CIDADE NOVA,BELO HORIZONTE,MG,"-19,8868188","-43,924144"
5008120000000,AVENIDA ITABERABA,3623,2739000,VILA MARACANA,SAO PAULO,SP,"-23,4778099","-46,6820484"
7095150000000,RUA CORONEL MUNDICO SA,222,64500000,CENTRO,OEIRAS,PI,"-7,0136487","-42,1322099"
15493100000000,RUA DONA ZULMIRA,498,90830240,CAVALHADA,PORTO ALEGRE,RS,"-30,0956211","-51,2272425"
9253070000000,RUA ALVARES AZEVEDO,190,4671040,VILA SOFIA,SAO PAULO,SP,"-23,657769","-46,693659"
5266700000000,RUA LUIZ VIANA,5,45265000,CENTRO,CAETANOS,BA,"-14,3354678","-40,9046493"
5312860000000,RUA GUARUJA,1,14090283,JARDIM PAULISTANO,RIBEIRAO PRETO,SP,"-21,1839696","-47,7938219"
5421890000000,AVENIDA BERNARDINO DE CAMPOS,12,13900400,CENTRO,AMPARO,SP,"-22,7055965","-46,7693964"
42064300000000,AVENIDA JOAO DURVAL CARNEIRO,SN,48970000,RODOVIARIO,SENHOR DO BONFIM,BA,"-10,4546513","-40,1819714"
1893520000000,RUA SAOA PAULO,220,86935000,CENTRO,LUNARDELLI,PR,"-24,0778289","-51,7418756"
15136100000000,RUA DOS BANDEIRANTES,125,40260120,MATATU DE BROTAS,SALVADOR,BA,"-12,9726504","-38,4938111"
17184200000000,RUA QUINTINO MOREIRA,12,35774000,0,PARAOPEBA,MG,"-19,2760428","-44,405245"
15136600000000,RUA MIGUEL CALMON,63,40015010,COMERCIO,SALVADOR,BA,"-12,9718268","-38,5129729"
15361200000000,RODOVIA MT 308,SN,78400000,ZONA RURAL,DIAMANTINO,MT,"-14,4040989","-56,4370932"
15608000000000,AVENIDA PRESIDENTE KENNEDY,409,49400000,SEDE,LAGARTO,SE,"-10,9122056","-37,6708401"
7435460000000,RUA ODETTE PACHECO,184,60325580,SAO GERARDO,FORTALEZA,CE,"-3,7271625","-38,5550863"
8180390000000,RUA AFONSO CELSO,561,40140080,CENTRO,SALVADOR,BA,"-13,0081176","-38,527092"
2265500000000,RUA MINAS GERAIS,SN,73850000,CENTRO,CRISTALINA,GO,"-16,7631914","-47,6075051"
4907540000000,RUA DA BANDEIRA,52,62184000,CENTRO,CARIRE,CE,"-3,94904","-40,4736592"
12537300000000,RUA RICARDO EMILIO MICHEL,66,81250610,CIDADE INDUSTRIAL,CURITIBA,PR,"-25,4876981","-49,3406071"
9437540000000,AVENIDA DAS BANDEIRAS,806,79081310,JARDIM NHANHA,CAMPO GRANDE,MS,"-20,4798635","-54,6215663"
10118100000000,AVENIDA ANTONIETA PASQUARELLI PENTEADO,170,7786515,ALTOS DE JORDANESIA,CAJAMAR,SP,"-23,3362278","-46,8345215"
3814360000000,RUA JOAO CLAPP,542,14080350,CAMPOS ELISEOS,RIBEIRAO PRETO,SP,"-21,1606727","-47,8024612"
61538600000000,RUA ANAI,33,3253040,VILA INDUSTRIAL,SAO PAULO,SP,"-23,6093521","-46,5320263"
4966440000000,PRACA DA SOLEDADE,53,55820000,CENTRO,LAGOA DO CARRO,PE,"-7,844248","-35,3111011"
64624500000000,AVENIDA VEREADOR D PASSARINHO,1013,19807155,VL PRUDENCIANA,ASSIS,SP,"-22,6710153","-50,4381695"
77365800000000,AVENIDA PRINCIPAL,SN,87504616,SERRA DOS DOURADOS,UMUARAMA,PR,"-23,7661064","-53,3206105"
326297000000,RUA VITORINO BACELAR,223,89300000,CENTRO,MAFRA,SC,"-26,1117326","-49,8065079"
14644600000000,ESTRADA BENEDITO CESARIO DE OLIVEIRA,588,6767280,VILA IASI,TABOAO DA SERRA,SP,"-23,6214512","-46,7888221"
13629600000000,RUA 6,SN,74633400,VILA OSVALDO ROSA,GOIANIA,GO,"-16,6591068","-49,278129"
15581900000000,RUA CUSTODIO NASCIMENTO,20,8380059,JARDIM ROSELI,SAO PAULO,SP,"-23,5948436","-46,4432643"
3471230000000,TRECHO PORTUGUES,39,35300068,CENTRO,CARATINGA,MG,"-19,7896207","-42,1415419"
6230510000000,AVENIDA ITABERABA,5107,2739000,VILA N CACHOEIRINHA,SAO PAULO,SP,"-23,474187","-46,6693958"
14894600000000,RUA DEDI BARICHELLO MONTAGNER,SN,85660000,CENTRO NORTE,DOIS VIZINHOS,PR,"-25,7464549","-53,0615734"
5438360000000,RUA GETULIO VARGAS,SN,58770000,CENTRO,COREMAS,PB,"-7,0190869","-37,9440765"
13401500000000,RUA COMENDADOR ANTONIO ALVES,704,33600970,CENTRO,PEDRO LEOPOLDO,MG,"-19,6213368","-44,0415215"
72834000000000,RUA XV DE NOVEMBRO,51,16880000,CENTRO,VALPARAISO,SP,"-21,2254231","-50,8683504"
12481800000000,AVENIDA DA SAUDADE,32,13150000,CHACARA HORIZONTE,COSMOPOLIS,SP,"-22,6482084","-47,1886192"
11771700000000,RODOVIA SC 405,112,88065000,CAMPECHE,FLORIANOPOLIS,SC,"-27,6619842","-48,501835"
10441300000000,RUA DO RUSSEL,SN,74942470,JARDIM BURITI SERENO,APARECIDA DE GOIANIA,GO,"-16,820257","-49,2473044"
10850500000000,RUA ALVES DE BRITO,141,88015440,CENTRO,FLORIANOPOLIS,SC,"-27,5859254","-48,5471612"
10480400000000,PRACA DOUTOR GAMA,476,16200003,CENTRO,BIRIGUI,SP,"-21,28913","-50,34124"
15697300000000,RUA ALEIXO RODRIGUES DE QUEIROZ,840,75115010,VILA INDUSTRIAL,ANAPOLIS,GO,"-16,328546","-48,953403"
15217400000000,FAZENDA MARACUJA,SN,35500970,AREA RURAL,DIVINOPOLIS,MG,"-20,1451261","-44,8916447"
15220900000000,RUA GRACIOSA FABRO,114,95055065,DIAMANTINO,CAXIAS DO SUL,RS,"-29,1557242","-51,1393047"
15740700000000,RUA PEROLINA ARAUJO,166,49890000,CENTRO,NOSSA SENHORA DE LOURDES,SE,"-10,0776488","-37,0570297"
8216970000000,SITIO MONTE AZUL,SN,16640000,DUAS PONTES,BALBINOS,SP,"-21,8967699","-49,3623695"
1995200000000,RUA ALBINO B GABRIL,227,4727030,VILA CRUZEIRO,SAO PAULO,SP,"-23,6427249","-46,7134267"
3391790000000,RUA APOL SATHLER,86,35040060,SANTA RITA,GOVERNADOR VALADARES,MG,"-18,8549317","-41,9559233"
8457790000000,SITIO SAO BENEDITO,SN,19880000,AGUA DO FOGO,CANDIDO MOTA,SP,"-22,7466667","-50,3880476"
14222800000000,RUA ANTONIO LOSSO,972,85055310,CONRADINHO,GUARAPUAVA,PR,"-25,3695058","-51,4636864"
7669930000000,RUA LONDRES,450,3731030,VILA LONDRINA,SAO PAULO,SP,"-23,5107859","-46,5360225"
6137180000000,RUA HEITOR PENTEADO,1759,5437000,SUMAREZINHO,SAO PAULO,SP,"-23,5438399","-46,6943593"
1387360000000,RUA DESEMBARGADOR MOTTA,2308,80420190,CENTRO,CURITIBA,PR,"-25,435128","-49,2829662"
9545300000000,AVENIDA DO AGRICULTOR,SN,46470000,SAO FELIX,RIACHO DE SANTANA,BA,"-13,6063873","-42,9400663"
40484900000000,PRACA GAGO COUTINHO,SN,41510045,SAO CRISTOVAO,SALVADOR,BA,"-12,9141607","-38,336459"
48346000000000,RUA DOUTOR ATALIBA LEONEL,225,18740000,CENTRO,TAQUARITUBA,SP,"-23,5334414","-49,2439031"
13567000000000,AVENIDA DOUTOR VITAL BRASIL,1108,5503000,BUTANTA,SAO PAULO,SP,"-23,5688671","-46,7147589"
13598900000000,RUA MANUEL DE MACEDO,386,14030560,JARDIM PIRATININGA,RIBEIRAO PRETO,SP,"-21,1830653","-47,8363908"
4056120000000,RUA DO URUGUAI,753,40454260,URUGUAI,SALVADOR,BA,"-12,9299892","-38,4924987"
4841690000000,RUA CLAUDIONOR WANDERLEY,74,40301155,BOA VIAGEM,SALVADOR,BA,"-12,9303016","-38,5120363"
66508100000000,AVENIDA MARECHAL HERMES,200,11700250,CANTO DO FORTE,PRAIA GRANDE,SP,"-24,0126477","-46,406233"
11726300000000,RUA LUDGERO GUILHERME COSTA,111A,62790000,CENTRO,REDENCAO,CE,"-4,2238817","-38,7302215"
11959300000000,RUA FRANCISCO DE ASSIS,25,85022220,BOQUEIRAO,GUARAPUAVA,PR,"-25,4135668","-51,4746181"
34481400000000,RUA DOM PEDRO II,1499,76804027,SAO CRISTOVAO,PORTO VELHO,RO,"-8,760919","-63,8962021"
12555100000000,RUA MARCILIO DIAS,380,88511570,VARZEA,LAGES,SC,"-27,8361769","-50,3106181"
7907570000000,AVENIDA MENDEL,61,35702192,JK,SETE LAGOAS,MG,"-19,4204056","-44,2442282"
1682360000000,RUA DO MINUANO,223,79080520,JARDIM MARCOS ROBERTO,CAMPO GRANDE,MS,"-20,4855858","-54,6285346"
8455770000000,RODOVIA BA 52,900,47400000,ALFREDO HENRIQUE SAMPAIO,XIQUE XIQUE,BA,"-10,8234273","-42,724969"
74034300000000,RUA INDUSTRIAL,180,26021150,POSSE,NOVA IGUACU,RJ,"-22,7319933","-43,4554915"
14672100000000,RUA VICENTE FRANCO TOLENTINO,132,3982180,PARQUE SANTA MADALENA,SAO PAULO,SP,"-23,6125469","-46,506455"
2521640000000,AVENIDA ROBERT KENNEDY,3073,9860122,JARDIM BRASILANDIA,SAO BERNARDO DO CAMPO,SP,"-23,7177081","-46,5732203"
14133500000000,PRACA VEREADOR JOSE MARQUES BORGES,78,46220000,CENTRO,RIO DO ANTONIO,BA,"-14,4075968","-42,0724884"
6021070000000,AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES,560,80320300,SANTA QUITERIA,CURITIBA,PR,"-25,4572615","-49,3034942"
7784990000000,RUA FREI EUSTAQUIO,52A,39400612,SAO JUDAS TADEU,MONTES CLAROS,MG,"-16,7473624","-43,8609503"
14550600000000,RUA JOAO DE SIQUEIRA AFONSO,281,8452000,LAJEADO,SAO PAULO,SP,"-23,5379837","-46,3959428"
14570600000000,RUA WILSON TRONCOSO,958,16204155,RESIDENCIAL ALVORADA,BIRIGUI,SP,"-21,2915055","-50,3436312"
1052750000000,RUA FRANCISCO VALOIS,SN,75104280,SETOR INDUSTRIAL AEROPORTO,ANAPOLIS,GO,"-16,3596741","-48,9269257"
9353200000000,RUA PARAIBA,SN,47850000,CENTRO,LUIS EDUARDO MAGALHAES,BA,"-12,079662","-45,7988017"
9102760000000,RUA ALFREDO SCHURIG,67,12327005,CENTRO,JACAREI,SP,"-23,305827","-45,9691692"
9310730000000,RUA F,386,68515000,UNIAO,PARAUAPEBAS,PA,"-6,0686758","-49,9050556"
8374340000000,ESTRADA MUNICIPAL TURIUBA A MONCOES,0,15280000,PALMEIRAS,TURIUBA,SP,"-20,9475914","-50,1104467"
8225680000000,RUA ALIADOS,484,14080570,CAMPOS ELISEOS,RIBEIRAO PRETO,SP,"-21,1502253","-47,8020031"
13865300000000,RUA DEPUTADO LACERDA FRANCO,553,5418001,PINHEIROS,SAO PAULO,SP,"-23,5607191","-46,6926222"
15296800000000,RUA FRANCISCO KNABBEM,SN,88735000,TERMAS DO GRAVATAL,GRAVATAL,SC,"-28,3212662","-49,0431687"
8402130000000,SITIO SINAI,SN,19470000,CAMPINAL,PRESIDENTE EPITACIO,SP,"-21,7668575","-52,1096427"
59121600000000,AVENIDA OTTO BAUMGART,500,2049000,VILA GUILHERME,SAO PAULO,SP,"-23,5144575","-46,615003"
92112300000000,RUA PC ALEXANDRITA,205,94431700,LOTEAMENTO ELDORADO,VIAMAO,RS,"-30,0722165","-51,0969571"
8661340000000,PRAIA DE BOTAFOGO,501,22250040,BOTAFOGO,RIO DE JANEIRO,RJ,"-22,9504707","-43,180611"
14577100000000,RUA MARIA FRANCISCA PEREIRA,50,17064430,PARQUE ROOSEVELT,BAURU,SP,"-22,3008094","-49,0942451"
14797400000000,AVENIDA SAO GABRIEL,477,1435001,JARDIM PAULISTA,SAO PAULO,SP,"-23,5787839","-46,6709915"
16700800000000,RUA CORONEL LIMA ROCHA,628,57055502,PINHEIRO,MACEIO,AL,"-9,6386866","-35,7414187"
14581500000000,RUA JOAO PINTO DE OLIVEIRA,480,2849110,JARDIM GUARANI,SAO PAULO,SP,"-23,4613552","-46,6877888"
15309200000000,ESTRADA AMELIA B DOS SANTOS,113,88380000,MORRETES,BALNEARIO PICARRAS,SC,"-26,7684656","-48,6804184"
14384800000000,RUA HELIO DE OLIVEIRA,67,40265020,SANTA TERESA,SALVADOR,BA,"-12,9767211","-38,4839218"
7104110000000,RUA EMILIO TEODORO SILVA,30,37418000,CENTRO,SAO THOME DAS LETRAS,MG,"-21,7218513","-44,983291"
15797900000000,RUA PROFESSOR SA NUNES,24,21231030,IRAJA,RIO DE JANEIRO,RJ,"-22,8305297","-43,323059"
89809100000000,AVENIDA PEDRO PINTO DE SOUZA,108,99700096,CENTRO,ERECHIM,RS,"-27,6365829","-52,2744942"
88740700000000,ALAMEDA G,162,91220580,NOVA RESTINGA,PORTO ALEGRE,RS,"-30,0928313","-51,2441011"
88485700000000,AVENIDA GERMANO HOFFMANN,199,99700036,CENTRO,ERECHIM,RS,"-27,6298583","-52,2790545"
29190600000000,RUA SILVA VASCONCELLOS,362,28970000,CENTRO,ARARUAMA,RJ,"-22,8636192","-42,3336313"
51444600000000,RUA JOAO ANTONIO OLIVEIRA,50,6900000,VALFLOR,EMBU GUACU,SP,"-23,7535997","-46,8003458"
60124800000000,AVENIDA FEIRA DE SANTANA,150,12238000,JARDIM VALE DO SOL,SAO JOSE DOS CAMPOS,SP,"-23,256287","-45,9118653"
50962800000000,RUA ABOLICAO,1028,13466280,VILA SANTA CATARINA,AMERICANA,SP,"-22,7513369","-47,3316866"
56609700000000,RUA DOUTOR SHIGEO MORI,1390,13024500,BARAO GERALDO,CAMPINAS,SP,"-22,8218421","-47,0721005"
25278100000000,RUA CORONEL VIDAL,88,36080080,MARIANO PROCOPIO,JUIZ DE FORA,MG,"-21,7466113","-43,3639082"
31669600000000,TRAVESSA LUIZ SOBRAL,1123,26216111,CENTRO,NOVA IGUACU,RJ,"-22,7492042","-43,4397718"
52817200000000,LOCALIDADE CORREGO DO PRATA,SN,17800000,CORREGO DO PRATA,ADAMANTINA,SP,"-21,6824831","-51,0741711"
29319800000000,RUA TOMAZ FONSECA,833,26262020,COMENDADOR SOARES,NOVA IGUACU,RJ,"-22,7375023","-43,4849393"
19304200000000,RUA FRANCISCO SALES,116,37550000,CENTRO,POUSO ALEGRE,MG,"-22,229838","-45,9386684"
50109300000000,RUA PRUDENTE DE MORAIS,901,13400315,CENTRO,PIRACICABA,SP,"-22,7241818","-47,6468426"
54677300000000,RUA SAMPAIO VIDAL,93,13070090,JARDIM CHAPADAO,CAMPINAS,SP,"-22,8867261","-47,0800755"
52070600000000,RUA DRAGOES DA INDEPENDENC,281,8210040,VILA GUSTAVO,SAO PAULO,SP,"-23,4785556","-46,5967907"
55228400000000,RUA LUIZ DE VASCONCELOS,197,9960250,VILA NOGUEIRA,DIADEMA,SP,"-23,6936946","-46,5957633"
64797300000000,RUA JOAO CORDEIRO,967,3435000,VILA CARRAO,SAO PAULO,SP,"-23,5544169","-46,5293767"
68747200000000,RUA VILHENA DE MORAES,380,22640000,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-22,9976251","-43,3755839"
73497300000000,VILA CINCO DA BOA VISTA,SN,95186000,QUINTO DISTRITO,CARLOS BARBOSA,RS,"-29,2950409","-51,5008921"
67048300000000,RUA JOSE GETULIO,547,1509001,LIBERDADE,SAO PAULO,SP,"-23,569844","-46,6333122"
76684200000000,RUA FREI H DE COIMBRA,766,81630220,VILA HAUER,CURITIBA,PR,"-25,4790904","-49,2495992"
64069800000000,AVENIDA SOROCABA,591,18044390,JARDIM DAS MAGNOLIAS,SOROCABA,SP,"-23,5151496","-47,4822957"
72259600000000,RUA BENJAMIN C MARGARIDA,96,89041490,VELHA,BLUMENAU,SC,"-26,9126258","-49,1171157"
78677200000000,AVENIDA GETULIO VARGAS,SN,85585000,CENTRO,VERE,PR,"-25,8809275","-52,9081285"
71540400000000,RUA CIDADE DE SAO SEBASTIAO,230,9770550,NOVA PETROPOLIS,SAO BERNARDO DO CAMPO,SP,"-23,710495","-46,5393111"
40402100000000,AVENIDA JOSE BENTO RIB DANTAS,534,28905090,ARMACAO DOS BUZIOS,CABO FRIO,RJ,"-22,8760986","-42,0357349"
42967500000000,RUA ANTONIO FALABELA,146,31360200,SANTA TEREZINHA,BELO HORIZONTE,MG,"-19,8764889","-44,0107216"
44907300000000,RUA ANTONIO DE O PORTES,271,12510470,POTIM,GUARATINGUETA,SP,"-22,8399228","-45,254401"
44245100000000,RUA ARATANJI,213,2613070,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,"-23,4739836","-46,6613101"
36902300000000,LOTEAMENTO PRIMAVERA,SN,78655000,ZONA RURAL,PORTO ALEGRE DO NORTE,MT,"-10,88536","-51,638892"
33279600000000,AVENIDA CONTORNO DA MATO GROSSO,45A,75045190,JUNDIAI,ANAPOLIS,GO,"-16,328546","-48,953403"
37274200000000,RUA 1136,491,74180150,MARISTA,GOIANIA,GO,"-16,6985314","-49,2559653"
43221100000000,AVENIDA JEQUITAIA,2079,40460120,AGUA DE MENINOS,SALVADOR,BA,"-12,9583736","-38,5027362"
90613200000000,RUA TUIUTI,2420,97050420,CENTRO,SANTA MARIA,RS,"-29,6860406","-53,8019467"
93655900000000,RUA BECO DOS AMIGOS,23,91770300,SERRARIA,PORTO ALEGRE,RS,"-30,16273","-51,2284152"
87876500000000,VILA MORRO AZUL,SN,95560000,QUARTO DISTRITO,TORRES,RS,"-29,3344108","-49,723909"
89438300000000,ESTRADA FEDERAL BR,116,95000000,BELA VISTA,CAXIAS DO SUL,RS,"-18,6759421","-41,9888198"
83704500000000,LOCALIDADE BARREIROS,SN,89610000,SEDE,HERVAL D OESTE,SC,"-27,2006894","-51,4099625"
94180100000000,ESTRADA RS 30,227,95520972,LARANJEIRAS DISTRITO,OSORIO,RS,"-29,9034836","-50,2728046"
93817200000000,RUA AGUAS BRANCAS,256,94070130,BOM PRINCIPIO,GRAVATAI,RS,"-29,9341421","-51,0726757"
96594700000000,RUA BARAO DO CAMBAY,505,97300000,SEDE,SAO GABRIEL,RS,"-30,3387949","-54,3237449"
81797100000000,ESTRADA GERAL,0,88820000,LAGOA DOS ESTEVES,ICARA,SC,"-28,7139392","-49,3019108"
